-0.59856236	-0.04094418	-0.7932535	0.019148463	0.5486355590636406	0.23973917902421116	0.12882884969133668	-0.4302009451741444
0.522906	-0.34522828	0.50511736	0.5478025	0.30806435783054	0.8667207695568171	0.16882442400157027	-0.7008328185333363
-0.3134072	-0.27251193	-0.55519146	0.4145956	0.25067339207926254	0.49912400763502685	0.6418978480210296	-0.44715400514431436
-0.6164797	0.005882645	-0.78133976	-0.06761534	0.36849911762764287	0.9075935967897715	0.828184534775261	0.6235425432161623
-0.61107635	-0.019143773	-0.7895512	-0.028346661	0.8175027347259544	0.6679860337508818	0.28561098649958705	0.0629256237991489
0.5072644	-0.3758047	0.47134644	0.5975758	0.0726030902817194	0.25012889217673506	0.8052022667631638	-0.4048742743370759
-0.48019007	-0.21559928	-0.7476528	0.33153734	0.7137997659136659	0.7188888292515538	0.0015994869620282737	0.2648139041906161
-0.60576344	-0.035426382	-0.7930488	-0.0030730024	0.13670032952861166	0.4380325256656802	0.4706841505473598	0.7047717344539648
-0.59553933	-0.03901915	-0.7898024	0.015648749	0.6008375675436631	0.7114180768340956	0.9410440394906937	0.2504116026222025
-0.5950098	-0.04755174	-0.79951495	0.041636817	0.7300442208045999	0.22013489695541344	0.2864624994727233	0.8241445116094575
0.5480117	-0.33241335	0.54597926	0.52979213	0.900867263361679	0.09280200152393114	0.10367401772758122	0.4214853012060442
0.52297556	-0.36081934	0.49836567	0.5738855	0.6755186702228239	0.6911698612360225	0.6474326978540488	0.7095551479313538
0.51467067	-0.36574563	0.48472625	0.5817346	0.7721753178988319	0.6230510809256519	0.7752884469993747	-0.12613036018591894
-0.56102026	-0.08059485	-0.76851743	0.08697505	0.914016957969267	0.6315171371696751	0.557174488951567	-0.9074036737208875
-0.1833991	-0.3623084	-0.4413341	0.5664778	0.8985969073373217	0.9409569172187804	0.8409282969230785	-0.8252870159480001
-0.5514359	-0.12006522	-0.78408223	0.1642949	0.8126917461606975	0.3049161191227894	0.20392627799414742	0.16337469237586832
-0.09427971	-0.43789792	-0.37172955	0.69953895	0.6807671406129926	0.5349414335570408	0.3826195941649909	-0.2590572044467101
0.0035748072	-0.3624431	-0.19393426	0.56894076	0.38681325398490074	0.2049405619662883	0.8898453610602421	0.8422509051446874
0.02929235	-0.49546584	-0.23161323	0.7839372	0.33060551395431015	0.5203544827097669	0.022329402567623058	0.963540972520458
0.4900911	-0.3930046	0.4368735	0.6244599	0.9587012409574154	0.2504423661363031	0.6857836213173382	-0.9108367599183844
0.54533786	-0.33425894	0.5435884	0.52852696	0.6387256729859366	0.38167871959233546	0.1762926325985641	0.37381022036499867
0.5254052	-0.35244924	0.5057848	0.56088763	0.37663188442379614	0.12135463480461572	0.924818231113978	0.5514702762233787
0.52917844	-0.36023077	0.5097447	0.5713607	0.43091507177431	0.16262747572501357	0.46894577709639196	0.24831598668295163
0.50998956	-0.37823957	0.47035405	0.60359544	0.6729439629812386	0.5897520695708283	0.46214167450825294	-0.3594753289910042
-0.62103534	0.021085765	-0.77636385	-0.095311604	0.5735179136635097	0.8245380953860569	0.09352168144260209	-0.303281595004653
-0.38188332	-0.2007425	-0.6063274	0.29485345	0.3711486989237792	0.5965299166679932	0.9259551670893539	-0.5269338829610539
-0.56709474	-0.08956298	-0.7864851	0.10986585	0.5704957663542485	0.32735503781516395	0.21630223380569558	0.007401040548511428
-0.58041185	-0.08472757	-0.7993636	0.09941006	0.7739004214470536	0.6790657368918002	0.39247674810593325	-0.22787846386151012
-0.59044003	-0.05929555	-0.79856724	0.056868758	0.776198941677988	0.48159486970364573	0.19155935120171064	0.7494209412552713
-0.59760123	-0.045432493	-0.79828924	0.03373948	0.8911245329652535	0.6740372301638958	0.3104071969929363	0.5762230417470837
-0.5369059	-0.11315426	-0.76142424	0.14824057	0.7718827248627304	0.5192309416534133	0.47551049367064346	-0.34489732852736843
0.44508135	-0.3988976	0.37329262	0.6308913	0.1862061191375346	0.4801289305241967	0.44069571640505756	-0.8762139478983806
-0.39246687	-0.30318463	-0.66197276	0.46260035	0.45779067953891683	0.7788594465862337	0.513948364589731	0.9878561392077829
-0.5870789	-0.064168915	-0.7898631	0.052955724	0.690245302547819	0.45601130995763395	0.6501473738797436	0.836904306994104
0.5424105	-0.34358642	0.5367647	0.5437508	0.13228383656784282	0.946663214446943	0.28245706271201176	0.34864104445621513
-0.41642663	-0.24111581	-0.6742141	0.36079565	0.3177156158475688	0.6714895683743494	0.20661184705649727	0.18295111914745976
-0.40382263	-0.21463795	-0.6436964	0.31718415	0.6958261096969866	0.3920702825721182	0.6181418552327308	0.8282986879331942
-0.5644471	-0.11251294	-0.80033004	0.15325674	0.8817407746720038	0.16990594180369412	0.3406455831958951	-0.5265120480373713
-0.15983605	-0.35093078	-0.40288424	0.546755	0.8537502549535421	0.1863160484193006	0.7224123666191073	-0.15703676014554047
-0.53295743	-0.12064948	-0.7589295	0.16293187	0.27273668624668157	0.008678632598463243	0.05512181741479705	0.8090083753489132
0.5082768	-0.38132843	0.46861997	0.60541177	0.490203055215484	0.6103662723871237	0.24745019267882473	-0.8299135233931887
-0.6150278	0.0019084597	-0.7833563	-0.059465326	0.8707119760811193	0.03450890315874244	0.6046246340649837	0.8287067577047822
-0.6040051	-0.03504738	-0.79374874	0.0012122734	0.46803273325874784	0.157376392681423	0.7086797407589415	0.5737553613987101
0.46966	-0.40575346	0.40407297	0.64446604	0.1762946249805527	0.03218346337278111	0.9148110280792578	0.12102468425615376
-0.10090609	-0.38704228	-0.34578907	0.61237866	0.31020753217522523	0.43996038252900327	0.5134595729869725	0.2741357569977585
0.5443709	-0.3404149	0.54032797	0.53764045	0.9605447581814539	0.7656559746180089	0.4495975725739977	-0.9699552115680186
0.54491735	-0.32557878	0.54866487	0.5154946	0.07566442836121667	0.7715628990605589	0.18531176745564104	-0.8909395024863089
-0.24676988	-0.32753578	-0.50658053	0.5107102	0.09294357939854136	0.19771393467152065	0.9174964046067692	-0.6538168934679438
-0.6003131	-0.03561173	-0.7914514	0.008021156	0.8495274512668546	0.9007624853264008	0.7008799950150217	0.2264895060680323
0.5146879	-0.3684402	0.4844768	0.58336806	0.3273852560563848	0.9412669674998599	0.9167836904737632	-0.1327375458335116
